,name,review
151,성심,"깔끔하고 아담한 예쁜 숙소입니다. 서비스나 설명도 친절하세요. 재방문 추천!★위치 : 찾기 쉽고 놀기 좋아요. 담장 밖이 바로 거리라 문 열면 조금 소란스러운데 문 닫으면 조용하고 거슬릴 정도는 아니라서 괜찮아요.★시설 : 기본적인건 잘 갖춰져 있어요. 온수나 난방도 좋았어요. 침대 없이 못 자는데 이불이 도톰해서 불편함 없이 잘 잤습니다. 아주 깔끔해요.★서비스 : 이용 관련 설명 섬세하게 해주시고 문자로 남겨주셔서 편했어요. 웰컴티와 조식으로 토스트, 과일, 음료 주시고 퇴실때는 가면서 먹으라고 소소한 과자도 챙겨주셔서 감동이네요!★아쉬운점 : 들어가는 길목이 하나라 외부인들이 보여서 문 열고 편하게 경치 구경하며 멍때리긴 힘들어요. 문 열어두면 다른 관광객이 체크인 물어봄ㅋ"
152,성심,엄마 친구들끼리 첫 여행이라 걱정 많이 했는데 입실 퇴실 문자 보내주시고 너무 친절하셨어요..조식도 너무 맛있었다 하셨고 침구가 너무 폭신하고 룸 컨디션도 너무 좋았다고 합니다 위치도 딱 한옥마을 앞이여서 돌아다니기 좋았고 사장님께서 밥집 추천해주신 곳들도 맛있어서 너무 좋으셨다고 하시네요 엄마 친구분들도 숙소가 너무 좋았다고 엄청 만족해 하셨어요! 숙소 다음에도 꼭 이용해야겠다면서 좋은 곳 예약해줘서 고맙다고 하시더라고요^_^ 저도 다음에 꼭 방문해봐야겠어요 !!
153,성심,방도 넓고 조용해요!숙소 입구만 나서면 바로 한옥마을 큰 사거리라 조금만 다니면 구경할게 진짜 많아요!펜션주인분도 정말 친절하셔서 2박 3일동안 완전 잘 놀고 잘 쉬다가 갔어요~뒷마당은 그냥 포토존이니 꼭 가보시는 것 추천합니당!그리고 조식 맛있어요!! 과일 잔뜩 🍌🍎🍊🍓
154,성심,"역시 사람들 평이 좋은 곳은 다 이유가 있습니다. 우선 전체적으로 깔끔하고 관리가 잘된 숙소입니다. 정원도, 방도, 침구도, 화장실도 다 정갈하고 깨끗합니다. 특히, 침구가 최고입니다! 눅눅함 1도 없이 뽀송하고, 바스락 거리는 면소재라서 덮었을 때 기분이 산뜻해집니다. 이불/베개/커튼/파우치 등 소품 하나하나에 들어가 있는 포인트 자수들이 넘 이뻐요. 이외에도 지내면서 작은 거 하나까지도 섬세하게 신경 쓰는 숙소라는 생각이 들었습니다. 사장님 부부도 넘 친절하시고, 웰컴티/조식/간식까지 정말 감사했습니다. 매번 이렇게 챙기는게 쉽지 않을 것 같은데, 숙소운영에 대한 두분의 애정과 정성이 느껴져서 좋았습니다. 정말 만족스러운 1박이었습니다~"
155,성심,임신때가보고 아이가 좀 크고 전주 처음가는거라 숙소를 열심히 찾아보았어요~ 한옥체험을 해주고싶어서 여기저기 기웃거리다가 원래는 다른곳을 예약했었는데 이제 계단도 잘타고오르내리니 복층을 하고싶고 성심 평이 너무 좋아서 아라방을 선택했습니다! 생각보다 좁았지만 있을거 다있구요 지내다보니 좁은거 안느껴지고 이것이 한옥의 매력이지하고 느껴집니다 또 전주 열심히 돌아다니다가 숙소들어가면 씻고 그냥 바로 딥슬립했어요~저희애가 잠이 없는데 바로 잠들었답니다 방바닥에서 자는데 침구가 너무 푹식해서 허리안아팠어요! 첫날 비가와서 추웠는데 방바닥 뜨끈하고 너무 좋았습니다♡ 웰컴티와 매일아침 조식 안내문자와 조식너무 풍성하게 챙겨주셔서 너무 행복했어요 갈때 과자도 한아름 챙겨주셔서 잘먹었습니다! 저희애가 숙소가 젤좋다네요^^
156,성심,중고생 아이들과 방문했습니다 살짝 쌀쌀해진 날씨에 뜨끈한 방에서 잘잤습니다 한옥마을중심에 있어 어디든 구경하기 너무 좋았습니다 10시이후엔 주변이 모두 조용해 져서 불편함 없이 잤어요 깨끗하고 조식도 너무 잘나와서 또 가보고 싶습니다
157,성심,사장님 너무 친절하시고 분위기도 너무 좋고 이불도 부들부들 짱..아침에 조식까지.. 완..벽..ㅠㅠ퇴실할때도 간단한 간식도 챙겨주시고 너무너무 감사합니댱전주에서 너무 좋은 추억 남기고 갑니다!!!한옥숙소 첨인데 전주 놀러올때마다 숙박은 성심만 예약할듯용!
158,성심,"운좋게 헤움방을 예약했어요! 전주 공영주차장에서 가까웠고 방이 깨끗해서 만족도가 컸어요. 정원도 예쁘고 방안에 자수가 소품으로, 커튼이나 이불에 있는데 너무 예뻐서 하나하나 보면서 감탄했습니다. 도착해서 주신 웰컴티와 아침에 주신 조식도 잘 먹었습니다. 또 방문하고 싶어요~"
159,성심,숙소가 너무 깔끔하고 침구류도 너무 깨끗하고좋은 냄새가 나서 기분 좋았습니다 !사장님두분께서도 너무 친절하셨어요^^조식도 정성스럽게 챙겨주시고 퇴실할때 간식 거리도 챙겨주셔서 너무 좋았습니당ㅎㅎ다음에도 꼭 가야겠어요~!
160,성심,숙박하루 전날 문자로 쉽게 찾아올 수 있게 안내도를 보내주셔서 너무 감사했습니다. 웰컴티도 너무 맛있었고 숙소가 한옥마을 한가운데 있어서 여행하기 너무 편했습니다. 숙소는 복층이라 중학생 딸이 너무 좋아했고 다음에도 꼭 오고 싶다고 하네요. 조식도 정성이 기득담긴 과일과 토스트 맛있었습니다.퇴실때 챙겨주신 간식 집에 오는 차안에서 정말 요긴하게 잘 먹었습니다.다음에 전주에서 숙박하게되면 꼭 다시 가고 싶어요
161,동락원,비가 온다해서 날짜를 연기할까 하다가 떠난 여행이었는데 날씨도 숙소도 최고였어요^^숙소 위치도 한옥마을 내에 있어서 다니기에 너무 좋았구요.~친절하신 사장님 덕분에 편안하게 잘 지내고 왔습니다.^^동락원 안에 있는 족욕카페도 추천드리구요.다음에 또 재방문할께요^^
162,동락원,"숙소 조용하고 깨끗해요, 아침엔 새소리가 모닝콜이에요 ^^ 마음 편하게 하루 잘 쉬고 갑니다. 족욕체험도 엄마가 해보자고 해서 해본거였는데, 너무 좋았어요! 족욕도 꼭 해보세요 발이 진짜 시원해요 ☺️"
163,동락원,전주 한옥마을에서 손에 꼽힐정도로 이쁜 한옥이였고 정원이였습니다U0001fa77사랑방에서 찍은 정원은 막 찍어도 인생샷이네요😊 이쁜 힌옥 찾는분들 꼭 예약하세요
164,동락원,"사장님이 정말 친절하셨습니다. 객실 내에는 필요한 것이 구비되어있고 안내문도 적혀있어서 딱히 문의점이 있지는 않았어요. 방문을 열자마자 보이는 뷰가 정말 예뻣고, 어딘가 리뷰에서 일몰 때 뷰가 정말 좋다고 했는데 그 때 있었으면 뷰가 더 좋았을 것 같아요. 숙박객은 족욕을 저렴한 가격에 할 수 있는데, 각각의 방에 족욕 할 수 있는 곳이 있어서 안에 노래 빵빵 틀어놓고 멍때리면서 잘 쉬었어요. 다시 방문할 의사 있습니당!"
165,동락원,전주1박2일의 발의 피로를 풀어보려 잠시머문 동락원들어가는 입구부터 너무 고풍있고 아름다워 눈을못뗐네요..더 좋은건 일행끼리만 들어가서 족욕할수있는 점도 너무좋았습니다...사장님도 너무 친절하시고 감사합니다 ^^
166,동락원,혼자 당일 여행중인데~식사하고 차마시면서 조용하니 힐링되네요!이게 평일에 매력이겠죠?매우만족스럽습니다
167,동락원,기여운 토끼도 있고 프라이빗한 공간도 있고U0001faf6 너무 좋아요! 사장님도 너무너무 친절하시고 와 저녁에 가면 분위기 미쳐요
168,동락원,직장 동료들과 간 여행인데 정말 좋았어요.숙소 정원이 잘 가꾸어져 있어 어디서 사진을 찍든 화보가 되더라고요. 침구도 깨끗하고 수건도 넉넉히 챙겨주셔서 불편한 거 없이 잘 쉬고 왔어요저녁에 따뜻한 차 마시면서 족욕까지 정말 좋았어요.
169,동락원,한옥마을 세 번째 방문에한옥 스테이도 각 다른 곳에서 세 번째였는데이렇게 시끄러웠던 적은 처음입니다바로 옆방에서 아주머니들이 엄청 크게늦게까지 떠들어서 잠을 못 잘 정도 였습니다참다 참다 12시까지 그러길래 찾아가서너무 시끄럽다. 대화 소리 다 들린다고 하니그제서야 조금 조용해지다 1시쯤 잠들었네요5/14 사랑채 302호에서 묵은 아주머니들진짜 민폐에요. 다시 한옥마을 갈 일이 있을까 모르겠지만가더라도 한옥 스테이는 절대 안 할 생각입니다사장님은 친절하시고 족욕 카페도 괜찮았습니다
170,동락원,"족욕체험40분!!!따뜻한 아로마차한잔마시며 힐링하기!!!조용하고,너무 좋습니다^^❤"
171,삼락헌,숙소 깨끗하고 위치도 한옥 마을 여기저기 다니기 편한 곳이라 좋았어요 비가 와서인지 난방을 뜨끈뜨끈하게 해주셔서 등 지지면서 잘 쉬고 왔습니다 사장님이 한옥마을 소개도 해주시고 저랑 아이들 사진도 찍어주시고 아주 친절하셨어요 조식도 맛있었고요 다음엔 마당이 보이는 객실로 다시 와보고 싶다는 생각이 들었습니다
172,삼락헌,한옥마을 중간에 위치해 있어서 어딜가든 편해요.사장님도 친절하시고 아침조식도 있어서잘자고 잘먹고 잘다녀왔어요^^
173,삼락헌,깨끗한 것이 제일 마음에 들었습니다. 아기자기 신경많이쓰신것이 느껴지더라고요. 전주 한옥마을 내에있어 볼거리도 많고 편합니다. 사장님고 친절하시고 조식서비스도좋습니다. 저희아이는 또 가고싶다고하네요^^
174,삼락헌,2박3일 머물렀어요한옥마을 안에 있는숙소전동성당 경기전 걸어서 5분거리요시끄러울꺼같지만전혀 노~노~비가와서 놀기는 불편했지만비오는 한옥은 정말 낭만있어요다음에도 여기만 갈꺼예요사장님 완전 조으시고조식도 좋았어요숙소리뷰는 처음 남겨보는데절대 후회 안 하실꺼예요
175,삼락헌,급하게 예약했는데 애기랑 지내기도 너무 좋고 문열면 바로 한옥마을 내가 보이니 아침에도 기분 좋게 시작했어요사장님이 추천해주신 맛집도 가보고 걱정없이 가서 알차게 보냈네용조식도 든든하게! 맛도 좋고 너무 잘 지내다가 갑니다다음에도 또 묵고 싶어요
176,삼락헌,사진 그대로 너무 예쁘고 화장실도 깨끗하고 한옥은 방음 안된다고 많이 써있었는데 옆방소리 하나도 안들립니다 다음에도 다시 오고싶어요~~~
177,삼락헌,1층에 3명이 누워도 안좁고 미니냉장고가 있어서 편리했어요. 한옥마을근처에 있어서 관광하기 편리하고 층고가 굉장히 높아서 좋았어요. 아침조식은 9시쯤 주셨는데 나온 흑임자죽이 너무 맛있어서 다음에 또 가고싶어요
178,삼락헌,제가 체크아웃하고 목도리를 두고 갔는데 사장님께서 전화까지 해주셔서 감동이었어요 ㅠㅠ3층 복층이 저는 너무 즐거웠습니다. 한옥마을 중심이라 둘러보다가 힘들면 잠깐잠깐 쉬다가 가기도 좋고 바닥도 뜨끈뜨끈해서 너무 좋았어요!조식도 너무 아기자기 짱맛있었습니다.밤에는 조명들어와서 더 이쁘구요.그리고 조용해서 좋아요!뜨거운물도 화장실에서 잘 나옵니다! 잘놀다갑니다!다음은 가족들이랑 와야겠어요!
179,삼락헌,"급하게 예약하고 갔는데 일단 위치 너무 좋구요 침구 와.. 진짜 최고점수 주고싶어요! 다른곳 침구 깨끗하다는 평을 보고 가도 별로인 곳 정말 많았는데 여기는 뽀송뽀송함과 깨끗함에 놀랐습니다. 물론 바닥, 화장실도 정말 깔끔해서 예민한 저에게는 최적조건이였어요!도착하면 사장님께서 캐리어 바퀴부터 깨끗히 닦아주시고, 지도가져오셔서 꼼꼼하게 맛집, 즐길거리, 우리가 계획한 곳 위치 등등 자세하게 설명해주셔서 어려움 없이 잘 즐기다 온거 같아요~ 그리고, 삼락헌과 연계되어 있는 한복대여점 입다 는 5천원이 할인되고, 프리미엄 한복 진짜 고급스럽고 예뻤어요~ 아참! 아침 9시 정도에 갖다주시는 조식 죽, 과일도 맛있게 잘 먹었습니다. 아이들 위해 커피를 우유로 바꿔주시는 센스또한 감동 ^^"
180,삼락헌,완벽한 숙소 였습니다!! 다음에 전주를 가게 되면 꼭 여기를 다시 올꺼예요
181,홍시,두명이 유자방 머물렀는데 생각보다 화장실도 쓰기 좋은 크기이고 방도 이불깔고 둘이 같이 자기 좋았어요 조식도 잘먹었습니다 덕분에 잘 쉬었어요 감사합니다 :)
182,홍시,친구들이랑 여행가려고 방을 알아보고 너무 조식이 잘 나온다고하여 예약하고 방문하였습니다! 방음이 정말 안되지만 조식만보면 너무 만족스러웠습니다!ㅋㅋㅋ 은근 포만감들고 든든했습니다😋
183,홍시,친구들과 함께한 소중한 추억의 한페이지에 남겨진 깨끗하고 편안한 예쁜 펜션 홍시~너무 곱고 친절하신 사장님께서 내어주신 예쁜 조식에 또한번 감동~♡
184,홍시,정말정말 친절하신 사장님 덕분에 잘 쉬다 왔어요^^특히나 아침에 주신 조식은 감동이었습니다...ㅠㅠ조식 먹을곳이 마땅치 않았는데 너무 좋았어요!!저녁되니 조용하고 아늑해서 참 좋았네요. 특히나 위치가 중앙에 있어서인지 어딜 가든지 멀리 걷지 않고 충분히 즐기다 왔어요 ㅎㅎ 다음번에 또 가겠습니다~~
185,홍시,"사장님 너무 친절하시고 특히 조식 정성스레 챙겨주셔서 감동이였어요 ㅠ 한옥 예뻐서 사진도 잘 나오고, 평일에 가서 조용하고 여유롭게 있다왔습니다숙소덕에 더 좋은 전주여행이 되었어요 감사합니다😊다음에 전주 갈 일이 있으면 다시 방문할게요 :)"
186,홍시,처음 방문한 한옥 스테이인데 방이 너무 깨끗하고 편했어요 위치도 한옥마을 중간이라 좋았고요 대신 방음은 생각했던거 보다 안됐지만 그래도 조용히 묵고 가기 좋았어요 다음에 또 방문할 거 같아
187,홍시,숙소가 귀엽귀염 해요~ 바닥 온도가 여름 처럼 따뜻했습니다 이불도 너무 푹신해서 좋았구요.아침에 주시는 과일과 요거트도 맛있게 잘 먹었습니다 !새벽에 일찍깨서 06시에 밖을 나가보니 사람 하나 없는 한옥 풍경이 너무 아름다웠습니다잘 쉬다 갑니다.
188,홍시,"방이 깔끔하고, 화장실도 깨끗해요~ 사장님께서 친절하세요. 한옥마을 한복판이라 구경하기 엄청 편해요. 골목 안쪽이라 그런지 소음은 1도 없고 푹 잘 수 있어요. 아침 조식이 참 정갈하게 나옵니다."
189,홍시,"한옥 숙박은 홍시가 처음이었는데 좋은 선택이었습니다^^ 제가 기대한 고즈넉한 한옥의 정취를 느꼈습니다. 내부가 따뜻하고 이불도 뽀송뽀송하고, 곳곳에서 사장님의 정성이 담긴 것을 알 수 있었어요. 조식도 정성스레 제공해주셨고 맛있게 잘 먹었어요~ 다음에 또 가고 싶습니다!"
190,홍시,네이버 예약시 앵두방 가격은 1인 기준이고 2인이용시 15000원 추가됩니다.. 기준인원 추가 선택 네이버 예약시 안되고 추가금엑 현장에서 무조건 현금만 받습니다.. 겨우 15000원 소득 안잡히려고 죽어도 현금아니면 안된다는 사장님 너무 별로였어요.. 앵두방 2인이 10만원 가까이 되는 금액으로 알앗으면 여기 안갔습니다 ㅠㅠ조식도 생각보다 먹을게 거의 없고 그냥 눈요기용이라 돈아까웠어요.. 두번 가지는 않을거같아요~~
191,다래헌,가족과 함께 조용히 즐기기 좋았던곳방해되지 않도록 배려해주신 사장님 너무 친절하시고 조식서비스 정말 감동입니다.아이들이 안먹던 아침을 먹었어요..ㅎㅎ한옥마을 돌아다니기에 거리도 넘 좋고그렇게 시끄럽지 않아서 잠도 잘 잤어요.복층 구조라 애들이 오르락 내리락 좋아하기도 하고저흰 잘 쉬었다 갑니다~^^
192,다래헌,전주에서 처음으로 한옥스테이 체험해봤어요한옥숙소에서 하룻밤 로망 실현♥다래헌 참 잘 선택했어요😘 위치가 기가막히게 좋아요😀다래헌은 고즈넉하고 조용하고 편안한 분위기기입니다.오손도손방 3명이서 충분한공간으로 잘 썼어요화장실이 매우 작구요. 냉온수 잘나와요🤩칫솔. 바디타올은 챙기셔야해요. 수건. 드라이기. 샴푸. 트린트먼트. 바디워시. 클렌징젤 있어요토스트 조식 맛있었어요ㅎㅎㅎ 정성과 맛이 최고😊방이 따뜻하고 문열면 환기도 잘되고요여자셋이 시끄럽게 말할때도 있고 조잘조잘 떠들었는데ㅠ 컴플레인 없어서 감사ㅠ방음도 잘 된 것 같아요💚 오손도손이 끝방?이고 창문이 입구쪽을 향해서 다행 ㅎ ㅎ ㅎ 사장님 친절즈 ㅎ ㅎ 편안히 잘 쉬다갑니다🙏번창하세요 🍀
193,다래헌,전주 한옥마을 중심가에 위치해서 여기저기 도보로 다니기 편해요.바로 옆에 위치한 한복집도 할인받아서 너무 좋았구요.사장님께서 아침에 조식도 정성껏 준비해주셔서 너무 맛있게 잘 먹었습니다.오랜만에 전주에서 즐거운 시간 보냈습니다. 담에 또 이용할게요.
194,다래헌,영화제 기간에 여자 두 명이서 잘 묵었어요 가격이 저렴하고 사장님 친절하십니다! 체크인 전 + 체크아웃 후에도 짐 맡겨주셔서 좋았어요 조식으로 주시는 토스트도 맛있으니 꼭 드세요 ㅎㅎ
195,다래헌,한옥마을 중심부에 있어서 다양한 먹거리와 체험을 하기 좋아요 실내와 화장실도 깨끗해요칫솔을 제외한 욕실도구도 잘 갖춰줘 있구요저희는 연방에 묵었는데 크기는 딱 2인까지만 사용할수있는 정도네요조식으로 주신 샌드위치도 맛있었구요단점은 주차장이 없어 공용주차장에서 짐들고 가는게 힘들었어요주차비는 50%적용받아 일6천원 부담이더라구요대체적으로 만족스러웠구요 가기전 리뷰 많이 봤는데 도움이 됐어요
196,다래헌,2박3일로 묵다 갔습니다시설 정리도 잘되어있고 아침에 조식으로 주시는토스트가 너무 맛납니다..ㅋㅋㅋㅋㅋ초코 땅콩 치즈딸기 이렇게 있었고 내려두신 커피도. 너무 맛나서 홀짝 마셨어요사장님도 친절하시고 맛집추천 감사해요!
197,다래헌,한옥마을에 있어서 편했어요. 늦게까지 한옥마을에서 구경하고 놀다가 들어가니 좋았어요. 사장님 친절하시고 조식도 맛있었어요. ^^주차공간 없어서 공용주차장에 주차하고 여기서 숙박했다고 하니 50프로인가 할인해주셔서 기분좋았습니다. 다음에도 기회되면 또 갈께요~~~^^
198,다래헌,한옥마을 정중앙에 위치해서 중간에 쉴 수 있어서 너무너무 편하고 좋앗어요! 사장님께서 주신 아침 샌드위치도 넘 맛있었어요 작지만 아늑하고 깨끗해서 정말 만족스러웠습니다! :)
199,다래헌,한옥마을 내 위치하고 있어서 여기 저기 구경하기 좋았어요~ 잘 쉬다 왔습니다 ㅎㅎ 조식으로 챙겨주시는 커피랑 샌드위치도 맛있어요!
200,다래헌,"두번째 전주여행을 다래헌에서 보냈습니다. 큰 길이 아닌 조금 더 안에 있다보니 조용했고 무엇보다 호스트께서 주변 맛집,명소 등 다양한 정보가 담긴 문자를 많이 보내주셔서 계획하는데에 큰 도움이 되어 편하게 여행했습니다. 아침도 너무 잘 먹었고 합리적인 가격과 친절함에 반했습니다👍🏻U0001f979 번창하세요!!!"
201,예당,전주 2번째 방문 예담도 2번째 방문4식구 오붓하고 따뜻하게 즐겁게 보내고 갑니다.^^방이 따뜻해서 좋았어요~다만 다락방에는 방바닥이 따뜻하지 않아서 ㅠㅠ 전기장판이라도 있으면 좋을거 같아요.다른거 빼면 편안하게 보내다 왔습니다.감사합니다.
202,예당,한옥의 방 여러개를 나눠쓰는거라 방음이 잘 안되는건 당연한 것 같아요 가족단위가 함께 계셨는데 괜찮았습니다 온수가 잘나와서 좋았습니다다만 모란방은 창문이 따로 없고 방충망이 없어서 문을 열어둘 수가 없어 이 점은 답답했어요 그리고 오월이지만 일교차가 컸는데 난방이 되지 않아 추웠습니다
203,예당,아담하고 깨끗하고 조용히 쉬기에는아주 좋은 곳 이였어요사장님께서도 훈훈하시고 친절하십니다
204,예당,시내 한복판이라 이동은 용이하였습니다.
205,예당,한옥마을 중심에있어서주차는 안돼요그리고 주말에는 뒷길쪽에차량통제해서진입이 안됩니다3시쯤갔는데공용주차장 대기시간이매우 길었어요참고하세요
206,예당,왠만하면 이런리뷰안올리고싶지만 ~ 관리도 전혀안되고 금액도 방에비해 비싼편이구요 외풍도심하고 방음안되구 관리하시는분도 안계시고 물도없고요 조식도 냉장고엔 빵밖에없어요 우유는 다른방에서 다드셔가지고 진짜실망스러웠네요 그러면서 조식제공이라고 하시면 안될듯요
207,예당,한옥 너무 예뻐요! 나중에 또 자러 올게요!
208,예당,여섯이서 자기엔 너무 타이트 했어요.넷까지가 적당이불에 머리카락 있고 얼룩까지이 부분이 제일 불만족. 다른건 만족.
209,예당,사장님 친절하시고 한옥마을 안에 있어서 편하고 좋았어요
210,예당,세상에나 방이 무지무지 좁구요..창이 없어서 매우 답답합니다..사장님은 전화로만 대화하구요. 도착하면 문자로 비번알려줘서 무인텔느낌입니다. 한옥마을이 가깝다는것 빼고는 좋은점을 찾기 어렵네요..참 그리고 화장실 세면대 물 틀면 바닥으로 줄줄 샙니다..사장님은 알고계셔야 할것 같아서요..
211,장수한옥민박,"좋지 않은 후기도 보이는데, 가성비 너무 좋은 숙소입니다~^^위치도 좋고, 주인 아주머니도 친절하시구요.무엇보다 욕실이며 입구 방 모두 깨끗해요~한옥이니 방음부분은 좀 그렇지만, 가격 생각하면 다시 묵을 생각 있습니다."
212,장수한옥민박,바닥따끈해서 조아요방음안됨 친구랑갔는데 가족단위 아기들 소리가 ㅜㅜ.. 말곤 다 좋앗어용
213,장수한옥민박,각방에 화장실이 있어서 조항요
214,장수한옥민박,다시는 안갈듯요*접근성 매우좋구요*주인할머니 인사해주셔서기분좋았지만!*화장실과 집에서 전반적으로 꿉꿉한냄새나고요*방문근처 집에 모기너무많아서 결국 밤외출못했네요*2층이 있어서 2층올라갈때마다 폭격터지는 소음과*옆방 밤12시까지 방에서 애셋 달리기하고*또 옆방 새벽두시까지 도대체몇분이신지술판을 사적인대화등 다 들립니다------‐---‐-------------------------------------10대20대 친구분들과의 여행으로같이 시끌벅적 노는여행이라면접근성때문에 괜찮을수있으나가족여행으로는 헉! 저희도 11시12시에나와서 다른데묵을껄 후회가되었어요너무 피곤합니다!최소한의 규칙과 질서가없어요!
215,장수한옥민박,전주여행이 처음인지라 한옥에서 자고 싶은 마음에 장수 한옥을 찾게 되었어요~ 장수는 한옥마을 중앙에 있어서 구경하다가 화장실을 숙소로 간 편리한 점이 있지요~구경하기도 좋구요~1층방들은 방 안에 화장실이 있구요~다락형식의 2층방은 1층으로 내려와서 공용화장실을 이용해야 해요....햇님방과 달님방이요~ 다헁히 앞에 분들과 동선이 겹치지 않아 사용하는데 불편함은 없었는데 조금 귀찮았어요.전 2층 햇님방 사용했어요~1층은 평이 좋던데 2층 후기는 못봤던것 같아요~ 2층으로 올라갈때 계단에서 소리가 울려서 1층분들에게 피해를 준다고 해요..좀 울리긴 하더라구요^^; 아이들 때문에 아래층에 층간소음 항의로 시달림을 당한터라 여행와서도 신경쓰는게 썩 그리 좋진 않더라구요..다음에도 또 장수에 오고 싶은데 1층만요~
216,장수한옥민박,한옥마을 내부에 있어서 접근성이 좋았어요.한옥이 잘 보존되어있어서 한옥정취를 느끼기 충분준했어요^^다만 주차장 까지 거리가 있어서 불편했어요
217,장수한옥민박,사모님 친절하셔서한옥마을안에 있는민박집이라서좋았어요
218,장수한옥민박,한옥마을 중심에 있어서 자리는 정말 좋았음.하지만 방음이 안좋아서 옆자리에 새벽 두시까지 떠드는걸 다 듣고 있었음..숙박에 한복 무료 대여 해주심.하지만 무료 대여라서 그런지 ...상태나 종류가 별로 임 사장님 응대 잘해주심
219,장수한옥민박,깨끗하고좋았어요
220,장수한옥민박,방음이 좀 안되긴 하는데 들어가는 입구부터 너무 이뻤어요 바로 앞이 거리 중심부라 왔다갔다 하기도 편했어요
221,소소한한옥,"사람 많고 복잡한 것 싫어하는 나에게 완전 최적의 장소, 방도 따뜻하고 수압도 잘 나오고 무엇보다 사장님이 너무 친절하심. 조식이라고 할 건 없지만 토스트에 유자차 먹으니 아침 든든하게 먹어서 기분 좋게 퇴실 할 수 있음"
222,소소한한옥,체크인 전 짐 맡기러 갔는데 너무나 친절히 맞아주셨어요! 더운날이라 가기전에 물도 챙겨주셨는데 바로 카페에 갈 예정이었어서 정중히 사양했습니다 ㅎㅎ 청소중이셨는데 이불을 다 꺼내서 다 갈고 계시더라구요 그 모습에 청결이 대한 믿음이 팍팍 갔습니다! ㅎㅎ 침구는 침대가 아니지만 정말 푹신하고 편했구요 화장실은 말해뭐합니까 역시나 너무 깨끗했어요 다음에 전주에 온다면 반드시 다시 머물 숙소입니다!
223,소소한한옥,제가 묵은 방은 2월의 방이였는데 숙소도 조용하고 주인 아주머니도 너무 친절하시고ㅎㅎ 무엇보다 전주한옥마을과 거리가 가까워서 좋았어요! 엄청 근처는 아니지만 그래도 걸어서 왔다갔다 할 만한 거리입니다.다만 두분이서 방문한다면 캐리어 두개 두기엔 방이 많이 작아요 ㅠㅠ 창문이 화장실에 밖에 없어서 좀 답답하기도 했고요그것 말고는 정말 좋았습니다 ㅎㅎ
224,소소한한옥,분위기도 너무좋고 사진찍기에도 괜찮고 아침에 일어날때 새소리들리는거 미친거같아요
225,소소한한옥,한옥마을에 위치해있음에도 근처가 너무 시끄럽지 않아 좋았습니다!호스트 분이 친절하셔서 머무는동안 불편함 없이 있었습니다 :) 등따숩게 잘 쉬고 놀다 갑니다~~
226,소소한한옥,가족분들과 함께 하루다녀왔습니다. 전주가 꽃샘추위로 굉장히 추웠는데 바닥도 따뜻하고 우풍도 없었어요~~ ㅎㅎㅎ 조용하고 한옥마을과 가까워서 너무 좋았어요😊 감사합니다♥️
227,소소한한옥,가족이 전체 대관을 했는데 너무너무 만족했습니다~ 방이 많아서 나누어서 자기 좋았고 각방에 화장실이 있어서 편했어요 청결하고 따뜻하고 모두가 만족한 숙소였습니다사진으로는 같이 오손도손 앉을 공간 없을줄 알았는데 거실에서 상 펴고 간단히 음식 먹기도 좋았어요아기들이 좋아할만한 요소도 많고 온돌이여서 아기 데리고 가도 좋을것 같아요좋은 숙소에 묵어 좋은 여행이 되었어요 감사합니다!!🙏
228,소소한한옥,방이 깨끗하고 따듯했어요기본적인 욕실 용품을 주셔서 샤워타올 하나만 들고 왔습니다인테리어도 너무 이쁘고 조용한 곳에서 편하게 쉬다가 왔습니다
229,소소한한옥,아들 군입대로지리산.전주여행으로~~한옥마을 초입에 위치해있어찾기좋고~~시설마저 소소하고 깔끔.사장님도 친절하시고~잘 쉬다가 왔습니다.기회되면 다음에도 또이용할려구요~~
230,소소한한옥,들어가자마자 따수운 느낌만족스러웠습니다 ㅎㅎ정말 딱 소소하게 한옥 분위기 잘 즐길 수 있었고무엇보다 엄청 꿀잠잔 게 잊혀지지 않네요 🤎
231,인디고,"엄마와 단둘이 추억 만들러 전주 여행 와서 인디고 게스트 하우스 머물게 되었습니다^.^첫 전주 여행이라, 꼭 한옥 마을에서 하루 보내고 싶었는데 제가 딱 원하던 숙소였어요!저희는 독채를 써서 조용하고 편했고 난방 따뜻하게 잘되어 있어서 잘 머물다 왔습니다~"
232,인디고,전주가면 먼저알아보는 곳입니다 이번에도 잘 쉬다가 왔어요 고맙습니다 또 갈게요
233,인디고,간단히 머물기 좋아요. 친절하게 응대해주십니다.
234,인디고,방 진짜 작구 개미가 방에 많아요..티비도 없구 방음도 안되구.. 이불도 얇아서 추웠구 허리 이팠어요. 이가격이면 여기말고 다른곳 추천드려요
235,인디고,"호스트분이 친절하시고 유쾌하셨어요 ! 여자2명 이용했고, 옆방에 아무도 없어서 방음은 크게 불편함 못느꼈고용 , 주변에 접근성 좋아요! 방과 화장실 크기는 엄청 아담하고 여자두명 누우면 딱이예요 ㅋㅋㅋㅋㅋ방바닥이 엄청 뜨끈해서 온도 조절을 했더니 새벽에는 공기가 좀 차서 깼네요 ㅠㅠ 제가 방문한날 -10도라 눈도 엄청오고 밖이 되게 추워서 우풍이 조금 있었던것 같아요 ㅠ 그외 침구나 화장실 , 방 컨디션 모두 깨끗했고 만족스러웠습니다!"
